name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Rules & Legislation Committee", "6/29/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=553082&GUID=25AC3D82-41F7-4923-9896-CB8B55DFF4E3", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=553082&GUID=25AC3D82-41F7-4923-9896-CB8B55DFF4E3&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=553082&GUID=25AC3D82-41F7-4923-9896-CB8B55DFF4E3", "https://oakland.legistar.com/View.ashx?M=M&ID=553082&GUID=25AC3D82-41F7-4923-9896-CB8B55DFF4E3", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2364&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/27/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=553079&GUID=F8A443DE-815D-45CB-A17B-7EE99E80D470", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=553079&GUID=F8A443DE-815D-45CB-A17B-7EE99E80D470&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=553079&GUID=F8A443DE-815D-45CB-A17B-7EE99E80D470", "https://oakland.legistar.com/View.ashx?M=M&ID=553079&GUID=F8A443DE-815D-45CB-A17B-7EE99E80D470", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2363&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/26/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=554720&GUID=B70EE402-B5C9-4EAF-BD07-2D3C8210521A", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=554720&GUID=B70EE402-B5C9-4EAF-BD07-2D3C8210521A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=554720&GUID=B70EE402-B5C9-4EAF-BD07-2D3C8210521A", "https://oakland.legistar.com/View.ashx?M=M&ID=554720&GUID=B70EE402-B5C9-4EAF-BD07-2D3C8210521A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2361&Mode2=Video", "None"
"Rules & Legislation Committee", "6/22/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=551964&GUID=BCC05D11-5603-4C86-8474-3680E5D7200D", "10:45 AM", "City Council Chamber, 3rd Floor This meeting was cancelled due to a lack of Quorum.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=551964&GUID=BCC05D11-5603-4C86-8474-3680E5D7200D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=551964&GUID=BCC05D11-5603-4C86-8474-3680E5D7200D", "https://oakland.legistar.com/View.ashx?M=M&ID=551964&GUID=BCC05D11-5603-4C86-8474-3680E5D7200D", "None", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency / City Council / Geologic Hazard Abatement District Board", "6/20/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=551963&GUID=160DEE45-A1FD-4E3C-94AD-66FD17FA91D3", "5:30 PM", " ", "https://oakland.legistar.com/MeetingDetail.aspx?ID=551963&GUID=160DEE45-A1FD-4E3C-94AD-66FD17FA91D3&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=551963&GUID=160DEE45-A1FD-4E3C-94AD-66FD17FA91D3", "https://oakland.legistar.com/View.ashx?M=M&ID=551963&GUID=160DEE45-A1FD-4E3C-94AD-66FD17FA91D3", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2350&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/19/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=553325&GUID=010FB998-7CE2-4D19-B29A-14D540BA14E0", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=553325&GUID=010FB998-7CE2-4D19-B29A-14D540BA14E0&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=553325&GUID=010FB998-7CE2-4D19-B29A-14D540BA14E0", "https://oakland.legistar.com/View.ashx?M=M&ID=553325&GUID=010FB998-7CE2-4D19-B29A-14D540BA14E0", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2348&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "6/15/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=550908&GUID=954E6BAD-20ED-44BC-82CB-C1CCE1750B05", "10:45 AM", "City Council Chamber, 3rd Floor THIS MEETING HAS BEEN CANCELLED. SCHEDULING OF ITEMS WILL BE PERFORMED BY RULE 28 OF THE COUNCIL'S RULES OF PROCEDURES", "https://oakland.legistar.com/MeetingDetail.aspx?ID=550908&GUID=954E6BAD-20ED-44BC-82CB-C1CCE1750B05&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=550908&GUID=954E6BAD-20ED-44BC-82CB-C1CCE1750B05", "None", "None", "None"
"Special Public Safety Committee", "6/13/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=551062&GUID=C8AADCBF-E3CE-473A-A247-0CF988D33588", "5:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=551062&GUID=C8AADCBF-E3CE-473A-A247-0CF988D33588&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=551062&GUID=C8AADCBF-E3CE-473A-A247-0CF988D33588", "https://oakland.legistar.com/View.ashx?M=M&ID=551062&GUID=C8AADCBF-E3CE-473A-A247-0CF988D33588", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2335&Mode2=Video", "None"
"Life Enrichment Committee", "6/13/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=550906&GUID=466E0368-0379-4117-A95A-4C34D9CEA2CF", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=550906&GUID=466E0368-0379-4117-A95A-4C34D9CEA2CF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=550906&GUID=466E0368-0379-4117-A95A-4C34D9CEA2CF", "https://oakland.legistar.com/View.ashx?M=M&ID=550906&GUID=466E0368-0379-4117-A95A-4C34D9CEA2CF", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2334&Mode2=Video", "None"
"Special Community & Economic Development Committee", "6/13/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=550905&GUID=708A02DC-A17E-46B2-9894-80138DA64BB0", "1:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=550905&GUID=708A02DC-A17E-46B2-9894-80138DA64BB0&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=550905&GUID=708A02DC-A17E-46B2-9894-80138DA64BB0", "https://oakland.legistar.com/View.ashx?M=M&ID=550905&GUID=708A02DC-A17E-46B2-9894-80138DA64BB0", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2333&Mode2=Video", "None"
"Public Works Committee", "6/13/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=550904&GUID=2EF64C53-A2A0-4B43-8BBC-E504770C2435", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=550904&GUID=2EF64C53-A2A0-4B43-8BBC-E504770C2435&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=550904&GUID=2EF64C53-A2A0-4B43-8BBC-E504770C2435", "https://oakland.legistar.com/View.ashx?M=M&ID=550904&GUID=2EF64C53-A2A0-4B43-8BBC-E504770C2435", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2332&Mode2=Video", "None"
"Special Finance & Management Committee", "6/13/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=550903&GUID=4ADFE714-C2CE-4FE6-8D52-1B94D2FC841D", "9:00 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=550903&GUID=4ADFE714-C2CE-4FE6-8D52-1B94D2FC841D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=550903&GUID=4ADFE714-C2CE-4FE6-8D52-1B94D2FC841D", "https://oakland.legistar.com/View.ashx?M=M&ID=550903&GUID=4ADFE714-C2CE-4FE6-8D52-1B94D2FC841D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2331&Mode2=Video", "None"
" Special Meeting of the Oakland City Council - CANCELLED", "6/12/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=551352&GUID=7CF09B41-352B-4157-859B-C190363A0ACA", "5:30 PM", "City Council Chamber, 3rd Floor This Meeting Has Been Cancelled. Agenda items will be rescheduled to be heard at a future meeting.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=551352&GUID=7CF09B41-352B-4157-859B-C190363A0ACA&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=551352&GUID=7CF09B41-352B-4157-859B-C190363A0ACA", "None", "None", "None"
"Rules & Legislation Committee", "6/8/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=549997&GUID=90344AD4-FFF2-41F5-A893-94DE539CEE37", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=549997&GUID=90344AD4-FFF2-41F5-A893-94DE539CEE37&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=549997&GUID=90344AD4-FFF2-41F5-A893-94DE539CEE37", "https://oakland.legistar.com/View.ashx?M=M&ID=549997&GUID=90344AD4-FFF2-41F5-A893-94DE539CEE37", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2323&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "6/6/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=549996&GUID=71F7A73F-A5AD-43D3-82F2-5A371713E63B", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=549996&GUID=71F7A73F-A5AD-43D3-82F2-5A371713E63B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=549996&GUID=71F7A73F-A5AD-43D3-82F2-5A371713E63B", "https://oakland.legistar.com/View.ashx?M=M&ID=549996&GUID=71F7A73F-A5AD-43D3-82F2-5A371713E63B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2320&Mode2=Video", "None"
" Special Meeting of the Oakland City Council", "6/6/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=551356&GUID=0425F384-089F-4759-B2E3-EB6770217939", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=551356&GUID=0425F384-089F-4759-B2E3-EB6770217939&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=551356&GUID=0425F384-089F-4759-B2E3-EB6770217939", "https://oakland.legistar.com/View.ashx?M=M&ID=551356&GUID=0425F384-089F-4759-B2E3-EB6770217939", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2319&Mode2=Video", "None"
"Rules & Legislation Committee", "6/1/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=548968&GUID=20DDF306-0A97-46F0-AAB0-E60452D4B7A3", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=548968&GUID=20DDF306-0A97-46F0-AAB0-E60452D4B7A3&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=548968&GUID=20DDF306-0A97-46F0-AAB0-E60452D4B7A3", "https://oakland.legistar.com/View.ashx?M=M&ID=548968&GUID=20DDF306-0A97-46F0-AAB0-E60452D4B7A3", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2316&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "5/30/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=548967&GUID=EA98A79C-B191-4432-AD6D-8DD5F7B9CF90", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=548967&GUID=EA98A79C-B191-4432-AD6D-8DD5F7B9CF90&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=548967&GUID=EA98A79C-B191-4432-AD6D-8DD5F7B9CF90", "https://oakland.legistar.com/View.ashx?M=M&ID=548967&GUID=EA98A79C-B191-4432-AD6D-8DD5F7B9CF90", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2315&Mode2=Video", "None"
"Special Concurrent Meeting of the Education Partnership Committee and the Oakland Unified School District Board of Education", "5/30/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=549832&GUID=43AE26BB-CAFE-4031-A5FC-3E5138C07DC8", "3:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=549832&GUID=43AE26BB-CAFE-4031-A5FC-3E5138C07DC8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=549832&GUID=43AE26BB-CAFE-4031-A5FC-3E5138C07DC8", "https://oakland.legistar.com/View.ashx?M=M&ID=549832&GUID=43AE26BB-CAFE-4031-A5FC-3E5138C07DC8", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2314&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "5/25/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=547341&GUID=6845A335-B7B5-48A4-ABC5-F4A49BF08484", "10:45 AM", "City Council Chamber, 3rd Floor ** PLEASE NOTE THE NEXT REGULARLY SCHEDULED RULES AND LEGISLATION COMMITTEE IS SCHEDULED TO OCCUR JUNE 1, 2017", "https://oakland.legistar.com/MeetingDetail.aspx?ID=547341&GUID=6845A335-B7B5-48A4-ABC5-F4A49BF08484&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=547341&GUID=6845A335-B7B5-48A4-ABC5-F4A49BF08484", "None", "None", "None"
"Public Safety Committee", "5/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=547336&GUID=92C8C945-A539-4BC4-94CD-FA7B0DE571BB", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=547336&GUID=92C8C945-A539-4BC4-94CD-FA7B0DE571BB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=547336&GUID=92C8C945-A539-4BC4-94CD-FA7B0DE571BB", "https://oakland.legistar.com/View.ashx?M=M&ID=547336&GUID=92C8C945-A539-4BC4-94CD-FA7B0DE571BB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2305&Mode2=Video", "None"
"Life Enrichment Committee - CANCELLED", "5/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=547338&GUID=A457A818-AFB9-4743-BA9D-4211B0C1EA92", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor PLEASE NOTE THIS MEETING IS SCHEDULED TO BEGIN AT 3:00 P.M.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=547338&GUID=A457A818-AFB9-4743-BA9D-4211B0C1EA92&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=547338&GUID=A457A818-AFB9-4743-BA9D-4211B0C1EA92", "None", "None", "None"
"Special Life Enrichment Committee", "5/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=549803&GUID=115AC1C3-08DB-4525-B7FA-ED1694DF2BF8", "3:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=549803&GUID=115AC1C3-08DB-4525-B7FA-ED1694DF2BF8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=549803&GUID=115AC1C3-08DB-4525-B7FA-ED1694DF2BF8", "https://oakland.legistar.com/View.ashx?M=M&ID=549803&GUID=115AC1C3-08DB-4525-B7FA-ED1694DF2BF8", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2304&Mode2=Video", "None"
"Special Community & Economic Development Committee", "5/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=547335&GUID=7C085E47-9519-4A54-B57C-89B2ECB8B1ED", "1:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=547335&GUID=7C085E47-9519-4A54-B57C-89B2ECB8B1ED&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=547335&GUID=7C085E47-9519-4A54-B57C-89B2ECB8B1ED", "https://oakland.legistar.com/View.ashx?M=M&ID=547335&GUID=7C085E47-9519-4A54-B57C-89B2ECB8B1ED", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2303&Mode2=Video", "None"
"Public Works Committee", "5/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=547337&GUID=8DE7C15C-941E-4859-9FBA-2A3B90B96BD8", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=547337&GUID=8DE7C15C-941E-4859-9FBA-2A3B90B96BD8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=547337&GUID=8DE7C15C-941E-4859-9FBA-2A3B90B96BD8", "https://oakland.legistar.com/View.ashx?M=M&ID=547337&GUID=8DE7C15C-941E-4859-9FBA-2A3B90B96BD8", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2302&Mode2=Video", "None"
"Special Finance & Management Committee", "5/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=547098&GUID=A485756E-9AC0-4A47-94B8-51FF6ED8A0CB", "9:00 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=547098&GUID=A485756E-9AC0-4A47-94B8-51FF6ED8A0CB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=547098&GUID=A485756E-9AC0-4A47-94B8-51FF6ED8A0CB", "https://oakland.legistar.com/View.ashx?M=M&ID=547098&GUID=A485756E-9AC0-4A47-94B8-51FF6ED8A0CB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2301&Mode2=Video", "None"
"Rules & Legislation Committee", "5/18/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=546487&GUID=3F09A353-C331-4E32-8E04-9F3D67101461", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=546487&GUID=3F09A353-C331-4E32-8E04-9F3D67101461&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=546487&GUID=3F09A353-C331-4E32-8E04-9F3D67101461", "https://oakland.legistar.com/View.ashx?M=M&ID=546487&GUID=3F09A353-C331-4E32-8E04-9F3D67101461", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2297&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "5/16/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=546488&GUID=A1988628-E73F-4970-8A47-FC9D31A975CE", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=546488&GUID=A1988628-E73F-4970-8A47-FC9D31A975CE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=546488&GUID=A1988628-E73F-4970-8A47-FC9D31A975CE", "https://oakland.legistar.com/View.ashx?M=M&ID=546488&GUID=A1988628-E73F-4970-8A47-FC9D31A975CE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2292&Mode2=Video", "None"
"Rules & Legislation Committee", "5/11/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=545590&GUID=CBF43A5C-D571-4C7C-BAC5-3865DE284948", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=545590&GUID=CBF43A5C-D571-4C7C-BAC5-3865DE284948&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=545590&GUID=CBF43A5C-D571-4C7C-BAC5-3865DE284948", "https://oakland.legistar.com/View.ashx?M=M&ID=545590&GUID=CBF43A5C-D571-4C7C-BAC5-3865DE284948", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2287&Mode2=Video", "None"
"Public Safety Committee", "5/9/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=545586&GUID=A9F2C35B-77DD-454F-B374-1D0CAEBD21BB", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=545586&GUID=A9F2C35B-77DD-454F-B374-1D0CAEBD21BB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=545586&GUID=A9F2C35B-77DD-454F-B374-1D0CAEBD21BB", "https://oakland.legistar.com/View.ashx?M=M&ID=545586&GUID=A9F2C35B-77DD-454F-B374-1D0CAEBD21BB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2286&Mode2=Video", "None"
"Life Enrichment Committee", "5/9/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=545585&GUID=8BCFC633-9E28-46A3-B6B0-9B3A977A8356", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=545585&GUID=8BCFC633-9E28-46A3-B6B0-9B3A977A8356&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=545585&GUID=8BCFC633-9E28-46A3-B6B0-9B3A977A8356", "https://oakland.legistar.com/View.ashx?M=M&ID=545585&GUID=8BCFC633-9E28-46A3-B6B0-9B3A977A8356", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2285&Mode2=Video", "None"
"Community & Economic Development Committee", "5/9/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=545584&GUID=26627B4E-64F8-4289-993B-6D81B80AA466", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=545584&GUID=26627B4E-64F8-4289-993B-6D81B80AA466&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=545584&GUID=26627B4E-64F8-4289-993B-6D81B80AA466", "https://oakland.legistar.com/View.ashx?M=M&ID=545584&GUID=26627B4E-64F8-4289-993B-6D81B80AA466", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2284&Mode2=Video", "None"
"Public Works Committee", "5/9/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=545583&GUID=4F6C5E21-FA90-4931-A818-EB9495863C67", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=545583&GUID=4F6C5E21-FA90-4931-A818-EB9495863C67&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=545583&GUID=4F6C5E21-FA90-4931-A818-EB9495863C67", "https://oakland.legistar.com/View.ashx?M=M&ID=545583&GUID=4F6C5E21-FA90-4931-A818-EB9495863C67", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2283&Mode2=Video", "None"
"Finance & Management Committee", "5/9/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=545582&GUID=80B6A392-61B4-478A-830A-3F86CFC57911", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=545582&GUID=80B6A392-61B4-478A-830A-3F86CFC57911&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=545582&GUID=80B6A392-61B4-478A-830A-3F86CFC57911", "https://oakland.legistar.com/View.ashx?M=M&ID=545582&GUID=80B6A392-61B4-478A-830A-3F86CFC57911", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2282&Mode2=Video", "None"
"Rules & Legislation Committee", "5/4/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=544801&GUID=160DF377-1237-4531-B5DE-73A498103B95", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=544801&GUID=160DF377-1237-4531-B5DE-73A498103B95&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=544801&GUID=160DF377-1237-4531-B5DE-73A498103B95", "https://oakland.legistar.com/View.ashx?M=M&ID=544801&GUID=160DF377-1237-4531-B5DE-73A498103B95", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2279&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "5/2/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=544800&GUID=CF27FAC0-1A8B-49A5-BB89-EDD056DF5172", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=544800&GUID=CF27FAC0-1A8B-49A5-BB89-EDD056DF5172&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=544800&GUID=CF27FAC0-1A8B-49A5-BB89-EDD056DF5172", "https://oakland.legistar.com/View.ashx?M=M&ID=544800&GUID=CF27FAC0-1A8B-49A5-BB89-EDD056DF5172", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2275&Mode2=Video", "None"
"Rules & Legislation Committee", "4/27/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=543859&GUID=DD6CF051-C1A2-4CD2-A16E-1BF8AAD85CA9", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=543859&GUID=DD6CF051-C1A2-4CD2-A16E-1BF8AAD85CA9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=543859&GUID=DD6CF051-C1A2-4CD2-A16E-1BF8AAD85CA9", "https://oakland.legistar.com/View.ashx?M=M&ID=543859&GUID=DD6CF051-C1A2-4CD2-A16E-1BF8AAD85CA9", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2269&Mode2=Video", "None"
"Public Safety Committee - CANCELLED", "4/25/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=544504&GUID=FC277600-7582-4743-A93C-DD571B969330", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor **The Next regularly scheduled meeting will be held May 09, 2017", "https://oakland.legistar.com/MeetingDetail.aspx?ID=544504&GUID=FC277600-7582-4743-A93C-DD571B969330&Options=info&Search=", "None", "None", "None", "None"
"Life Enrichment Committee", "4/25/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=543873&GUID=247B4E92-2BD3-4D40-A62D-C84C5EC4F1B9", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=543873&GUID=247B4E92-2BD3-4D40-A62D-C84C5EC4F1B9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=543873&GUID=247B4E92-2BD3-4D40-A62D-C84C5EC4F1B9", "https://oakland.legistar.com/View.ashx?M=M&ID=543873&GUID=247B4E92-2BD3-4D40-A62D-C84C5EC4F1B9", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2266&Mode2=Video", "None"
